,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1997,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
1998,"[-11, -6, -9, -3, -9, -16, -22, -15, -10, -4, -4]","[-12, -5, -13, 0, -10, -4, -11, -12, -10, 3, -10]","[-3, 2, -1, 5, -1, -8, -14, -7, -2, 4, 4]","[-8, -1, -9, 4, -6, 0, -7, -8, -6, 7, -6]","[-6, -9, -3, -9, -16, -22, -15, -10, -4, -4]","[-5, -13, 0, -10, -4, -11, -12, -10, 3, -10]","[-11, -6, -9, -3, -9, -16, -22, -15, -10, -4, 8, -4]","[-12, -5, -13, 0, -10, -4, -11, -12, -10, 3, 4, -10]","[0.9166666666666666, -1.2, 0.17307692307692307, -0.3333333333333333, 1.0, -0.08333333333333333, -0.09090909090909091, -0.3333333333333333, 'ZeroDivisionError', -0.14285714285714285, 0.16666666666666666]","[-0.08333333333333333, -0.2, -0.07692307692307693, 'ZeroDivisionError', -0.1, -0.25, -0.09090909090909091, -0.08333333333333333, -0.1, 0.3333333333333333, -0.1]","[-44, -24, -36, -12, -36, -64, -88, -60, -40, -16, -16]","[-48, -20, -52, 0, -40, -16, -44, -48, -40, 12, -40]","[-19, -8, 2, -3, -9, -8, -25, -11, -8, -11, -9]","[-12, -12, -4, 0, -10, -5, -13, -10, 3, -11, -10]","[-11, -6, -9, -3, -9, -16, -22, -15, -10, -4, -4]","[-19, -8, 2, -3, -9, -8, -25, -11, -8, -11, -9]","[-3, 2, -1, 5, -1, -8, -14, -7, -2, 4, 4]","[-44, -24, -36, -12, -36, -64, -88, -60, -40, -16, -16]",error,"[-11, -6, -9, -3, -9, -16, -22, -15, -10, -4, 8, -4]","[-6, -9, -3, -9, -16, -22, -15, -10, -4, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1999,"[-8, 26, 6, -3, -4, 14, 32, 24, 5, -13, 3, 13, -2, -4]","[1, 15, -2, 7, 5, 11, 15, 16, 6, -4, -3, 7, -5, -1]","[0, 34, 14, 5, 4, 22, 40, 32, 13, -5, 11, 21, 6, 4]","[5, 19, 2, 11, 9, 15, 19, 20, 10, 0, 1, 11, -1, 3]","[-8, 26, 6, -3, -4, 32, 24, 5, -13, 3, 13, -2, -4]","[1, 15, -2, 7, 5, 15, 16, 6, -4, -3, 7, -5, -1]","[-8, 26, 6, -3, -4, 14, 32, 24, 5, -13, 3, 8, 13, -2, -4]","[1, 15, -2, 7, 5, 11, 15, 16, 6, -4, -3, 4, 7, -5, -1]","[0.8888888888888888, 0.1575757575757576, -0.375, 0.042857142857142844, 0.0888888888888889, 0.4242424242424242, 0.12549019607843137, 0.1875, -0.8333333333333334, -0.3611111111111111, -0.16666666666666666, 0.30952380952380953, 0.1333333333333333, -1.3333333333333333]","[1.0, 0.06666666666666667, -0.5, 0.14285714285714285, 0.2, 0.09090909090909091, 0.06666666666666667, 0.0625, 0.16666666666666666, -0.25, -0.3333333333333333, 0.14285714285714285, -0.2, -1.0]","[-32, 104, 24, -12, -16, 56, 128, 96, 20, -52, 12, 52, -8, -16]","[4, 60, -8, 28, 20, 44, 60, 64, 24, -16, -12, 28, -20, -4]","[-10, -9, -2, 28, 21, 7, 13, 4, 9, 26, 0, 1, 6, -5]","[-1, 1, 7, 11, 15, 16, 5, 7, 6, 15, -3, -5, -2, -4]","[-8, 26, 6, -3, -4, 14, 32, 24, 5, -13, 3, 13, -2, -4]","[-10, -9, -2, 28, 21, 7, 13, 4, 9, 26, 0, 1, 6, -5]","[0, 34, 14, 5, 4, 22, 40, 32, 13, -5, 11, 21, 6, 4]","[-32, 104, 24, -12, -16, 56, 128, 96, 20, -52, 12, 52, -8, -16]","[0.8888888888888888, 0.1575757575757576, -0.375, 0.042857142857142844, 0.0888888888888889, 0.4242424242424242, 0.12549019607843137, 0.1875, -0.8333333333333334, -0.3611111111111111, -0.16666666666666666, 0.30952380952380953, 0.1333333333333333, -1.3333333333333333]","[-8, 26, 6, -3, -4, 14, 32, 24, 5, -13, 3, 8, 13, -2, -4]","[-8, 26, 6, -3, -4, 32, 24, 5, -13, 3, 13, -2, -4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2000,"[24, 12]","[13, -1]","[32, 20]","[17, 3]",[12],[-1],"[24, 12, 8]","[13, -1, 4]","[0.16783216783216784, -0.9230769230769231]","[0.07692307692307693, -1.0]","[96, 48]","[52, -4]","[10, 26]","[-1, 13]","[24, 12]","[10, 26]","[32, 20]","[96, 48]","[0.16783216783216784, -0.9230769230769231]","[24, 12, 8]",[12],Violate,No-violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0,0
2001,"[7, -7, -3, 11, 4, -3]","[4, 3, 4, 6, 8, 4]","[15, 1, 5, 19, 12, 5]","[8, 7, 8, 10, 12, 8]","[7, -7, -3, 4, -3]","[4, 3, 4, 8, 4]","[7, -7, -3, 11, 8, 4, -3]","[4, 3, 4, 6, 4, 8, 4]","[0.5833333333333333, 0.2333333333333333, 0.10714285714285715, 0.3666666666666667, -0.125, 0.10714285714285715]","[0.25, 0.3333333333333333, 0.25, 0.16666666666666666, 0.125, 0.25]","[28, -28, -12, 44, 16, -12]","[16, 12, 16, 24, 32, 16]","[13, -7, -3, 7, -3, 2]","[8, 3, 4, 4, 4, 6]","[7, -7, -3, 11, 4, -3]","[13, -7, -3, 7, -3, 2]","[15, 1, 5, 19, 12, 5]","[28, -28, -12, 44, 16, -12]","[0.5833333333333333, 0.2333333333333333, 0.10714285714285715, 0.3666666666666667, -0.125, 0.10714285714285715]","[7, -7, -3, 11, 8, 4, -3]","[7, -7, -3, 4, -3]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2002,"[-10, -6, -2, -6, -17, 13]","[-7, -10, 15, -2, -7, 14]","[-2, 2, 6, 2, -9, 21]","[-3, -6, 19, 2, -3, 18]","[-10, -6, -2, -6, 13]","[-7, -10, 15, -2, 14]","[-10, 8, -6, -2, -6, -17, 13]","[-7, 4, -10, 15, -2, -7, 14]","[-0.47619047619047616, 0.15, 0.00784313725490196, -0.75, -0.24285714285714285, -0.9285714285714286]","[-0.14285714285714285, -0.1, 0.06666666666666667, -0.5, -0.14285714285714285, 0.07142857142857142]","[-40, -24, -8, -24, -68, 52]","[-28, -40, 60, -8, -28, 56]","[14, -13, -6, 4, -3, -24]","[15, -10, -2, 14, -7, -7]","[-10, -6, -2, -6, -17, 13]","[14, -13, -6, 4, -3, -24]","[-2, 2, 6, 2, -9, 21]","[-40, -24, -8, -24, -68, 52]","[-0.47619047619047616, 0.15, 0.00784313725490196, -0.75, -0.24285714285714285, -0.9285714285714286]","[-10, 8, -6, -2, -6, -17, 13]","[-10, -6, -2, -6, 13]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2003,"[30, 8, 24, 13, -15, 3, -5, 1, 19, 10, 4]","[17, -7, 9, 16, -9, 12, -9, 8, 6, 12, -5]","[38, 16, 32, 21, -7, 11, 3, 9, 27, 18, 12]","[21, -3, 13, 20, -5, 16, -5, 12, 10, 16, -1]","[8, 24, 13, -15, 3, -5, 1, 19, 10, 4]","[-7, 9, 16, -9, 12, -9, 8, 6, 12, -5]","[30, 8, 24, 13, 8, -15, 3, -5, 1, 19, 10, 4]","[17, -7, 9, 16, 4, -9, 12, -9, 8, 6, 12, -5]","[0.13574660633484165, -0.07619047619047618, 0.17777777777777776, -0.2708333333333333, -0.2777777777777778, -0.027777777777777776, 0.1388888888888889, -0.01785714285714285, 0.24358974358974358, -0.4166666666666667, -0.0888888888888889]","[0.058823529411764705, -0.14285714285714285, 0.1111111111111111, 0.0625, -0.1111111111111111, 0.08333333333333333, -0.1111111111111111, 0.125, 0.16666666666666666, 0.08333333333333333, -0.2]","[120, 32, 96, 52, -60, 12, -20, 4, 76, 40, 16]","[68, -28, 36, 64, -36, 48, -36, 32, 24, 48, -20]","[32, 14, 4, -5, 25, -16, 18, 10, 3, 5, 2]","[17, 16, -9, -9, 12, -7, 9, -5, 6, 12, 8]","[30, 8, 24, 13, -15, 3, -5, 1, 19, 10, 4]","[32, 14, 4, -5, 25, -16, 18, 10, 3, 5, 2]","[38, 16, 32, 21, -7, 11, 3, 9, 27, 18, 12]","[120, 32, 96, 52, -60, 12, -20, 4, 76, 40, 16]","[0.13574660633484165, -0.07619047619047618, 0.17777777777777776, -0.2708333333333333, -0.2777777777777778, -0.027777777777777776, 0.1388888888888889, -0.01785714285714285, 0.24358974358974358, -0.4166666666666667, -0.0888888888888889]","[30, 8, 24, 13, 8, -15, 3, -5, 1, 19, 10, 4]","[8, 24, 13, -15, 3, -5, 1, 19, 10, 4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2004,"[-21, -3, -23, -8, -9, -5, 9, 0]","[-6, -4, -10, 2, -2, -11, 5, 0]","[-13, 5, -15, 0, -1, 3, 17, 8]","[-2, 0, -6, 6, 2, -7, 9, 4]","[-21, -23, -8, -9, -5, 9, 0]","[-6, -10, 2, -2, -11, 5, 0]","[-21, -3, -23, -8, -9, 8, -5, 9, 0]","[-6, -4, -10, 2, -2, 4, -11, 5, 0]","[-0.23333333333333334, 0.75, -0.17692307692307693, 0.4, -0.6428571428571428, 0.07575757575757575, 0.45, 'ZeroDivisionErrorZeroDivisionError']","[-0.16666666666666666, -0.25, -0.1, 0.5, -0.5, -0.09090909090909091, 0.2, 'ZeroDivisionError']","[-84, -12, -92, -32, -36, -20, 36, 0]","[-24, -16, -40, 8, -8, -44, 20, 0]","[-20, 11, 2, 2, -17, -26, -5, -7]","[-10, 5, 2, -2, -4, -11, -6, 0]","[-21, -3, -23, -8, -9, -5, 9, 0]","[-20, 11, 2, 2, -17, -26, -5, -7]","[-13, 5, -15, 0, -1, 3, 17, 8]","[-84, -12, -92, -32, -36, -20, 36, 0]","[-0.23333333333333334, 0.75, -0.17692307692307693, 0.4, -0.6428571428571428, 0.07575757575757575, 0.45, 'ZeroDivisionErrorZeroDivisionError']","[-21, -3, -23, -8, -9, 8, -5, 9, 0]","[-21, -23, -8, -9, -5, 9, 0]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2005,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2006,"[-16, -9, -2, 2, -20, 2, -15, 0, -11, -21, -3, 1, -21, -7]","[-17, -12, -7, 2, -16, -7, -12, -8, -3, -13, -8, -1, -10, 6]","[-8, -1, 6, 10, -12, 10, -7, 8, -3, -13, 5, 9, -13, 1]","[-13, -8, -3, 6, -12, -3, -8, -4, 1, -9, -4, 3, -6, 10]","[-16, -9, -2, 2, -20, 2, -15, 0, -11, -3, 1, -21, -7]","[-17, -12, -7, 2, -16, -7, -12, -8, -3, -8, -1, -10, 6]","[-16, -9, -2, 2, -20, 2, -15, 0, -11, -21, -3, 1, -21, 8, -7]","[-17, -12, -7, 2, -16, -7, -12, -8, -3, -13, -8, -1, -10, 4, 6]","[0.9411764705882353, 0.25, 0.05714285714285716, 'ZeroDivisionError', -0.25, 0.1111111111111111, -0.3333333333333333, 0.125, -0.125, -0.125, 0.2, 0.5, -0.09090909090909091, -0.07692307692307693]","[-0.058823529411764705, -0.08333333333333333, -0.14285714285714285, 0.5, -0.0625, -0.14285714285714285, -0.08333333333333333, -0.125, -0.3333333333333333, -0.07692307692307693, -0.125, -1.0, -0.1, 0.16666666666666666]","[-64, -36, -8, 8, -80, 8, -60, 0, -44, -84, -12, 4, -84, -28]","[-68, -48, -28, 8, -64, -28, -48, -32, -12, -52, -32, -4, -40, 24]","[-6, -5, -7, -19, -5, -16, -13, -11, -7, -13, 2, -14, -9, 3]","[2, -7, -3, -8, -10, -8, -13, -12, -12, -16, -7, -1, -17, 6]","[-16, -9, -2, 2, -20, 2, -15, 0, -11, -21, -3, 1, -21, -7]","[-6, -5, -7, -19, -5, -16, -13, -11, -7, -13, 2, -14, -9, 3]","[-8, -1, 6, 10, -12, 10, -7, 8, -3, -13, 5, 9, -13, 1]","[-64, -36, -8, 8, -80, 8, -60, 0, -44, -84, -12, 4, -84, -28]",error,"[-16, -9, -2, 2, -20, 2, -15, 0, -11, -21, -3, 1, -21, 8, -7]","[-16, -9, -2, 2, -20, 2, -15, 0, -11, -3, 1, -21, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2007,"[-23, -22, -28, -17, -16, -2, -1, -15, -16, -12, -17]","[-17, -11, -16, 0, -9, 6, 7, -6, -15, -1, 0]","[-15, -14, -20, -9, -8, 6, 7, -7, -8, -4, -9]","[-13, -7, -12, 4, -5, 10, 11, -2, -11, 3, 4]","[-23, -22, -28, -17, -16, -1, -15, -16, -12, -17]","[-17, -11, -16, 0, -9, 7, -6, -15, -1, 0]","[-23, -22, -28, -17, -16, -2, -1, -15, -16, -12, 8, -17]","[-17, -11, -16, 0, -9, 6, 7, -6, -15, -1, 4, 0]","[-0.22549019607843135, -0.18181818181818182, -0.14583333333333331, -0.058823529411764705, -0.14285714285714285, -0.125, -0.125, -0.1111111111111111, -1.0, -0.09090909090909091, -0.058823529411764705]","[-0.058823529411764705, -0.09090909090909091, -0.0625, 'ZeroDivisionError', -0.1111111111111111, 0.16666666666666666, 0.14285714285714285, -0.16666666666666666, -0.06666666666666667, -1.0, 'ZeroDivisionError']","[-92, -88, -112, -68, -64, -8, -4, -60, -64, -48, -68]","[-68, -44, -64, 0, -36, 24, 28, -24, -60, -4, 0]","[-33, -25, -26, -5, -3, -7, -20, -17, -8, -13, -12]","[-16, -17, -15, 7, 6, -1, -9, 0, 0, -6, -11]","[-23, -22, -28, -17, -16, -2, -1, -15, -16, -12, -17]","[-33, -25, -26, -5, -3, -7, -20, -17, -8, -13, -12]","[-15, -14, -20, -9, -8, 6, 7, -7, -8, -4, -9]","[-92, -88, -112, -68, -64, -8, -4, -60, -64, -48, -68]",error,"[-23, -22, -28, -17, -16, -2, -1, -15, -16, -12, 8, -17]","[-23, -22, -28, -17, -16, -1, -15, -16, -12, -17]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2008,"[1, 2, 0, 2, -1, -16]","[2, 2, 4, 1, -4, -8]","[9, 10, 8, 10, 7, -8]","[6, 6, 8, 5, 0, -4]","[1, 2, 0, -1, -16]","[2, 2, 4, -4, -8]","[8, 1, 2, 0, 2, -1, -16]","[4, 2, 2, 4, 1, -4, -8]","[-0.5, 'ZeroDivisionError', -0.25, 1.0, 0.3333333333333333, -0.125]","[0.5, 0.5, 0.25, 1.0, -0.25, -0.125]","[4, 8, 0, 8, -4, -64]","[8, 8, 16, 4, -16, -32]","[1, 3, 3, -1, -2, -16]","[1, 2, 4, -4, 2, -8]","[1, 2, 0, 2, -1, -16]","[1, 3, 3, -1, -2, -16]","[9, 10, 8, 10, 7, -8]","[4, 8, 0, 8, -4, -64]",error,"[8, 1, 2, 0, 2, -1, -16]","[1, 2, 0, -1, -16]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2009,"[5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 16, 15]","[3, -3, 15, 17, 8, -3, -3, 16, -1, 9, 4, -1]","[13, 17, 19, 26, 24, 12, 1, 24, 20, 30, 24, 23]","[7, 1, 19, 21, 12, 1, 1, 20, 3, 13, 8, 3]","[5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 15]","[3, -3, 15, 17, 8, -3, -3, 16, -1, 9, -1]","[8, 5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 16, 15]","[4, 3, -3, 15, 17, 8, -3, -3, 16, -1, 9, 4, -1]","[0.8333333333333333, -0.25, -0.18333333333333335, 1.0588235294117647, 0.25, -0.19047619047619047, -0.5833333333333333, 'ZeroDivisionError', 0.07692307692307693, 0.07692307692307693, 0.08333333333333333, 0.0625]","[0.3333333333333333, -0.3333333333333333, 0.06666666666666667, 0.058823529411764705, 0.125, -0.3333333333333333, -0.3333333333333333, 0.0625, -1.0, 0.1111111111111111, 0.25, -1.0]","[20, 36, 44, 72, 64, 16, -28, 64, 48, 88, 64, 60]","[12, -12, 60, 68, 32, -12, -12, 64, -4, 36, 16, -4]","[28, 9, 12, 30, 11, -2, 15, -7, 13, 17, 0, 11]","[16, 9, -1, 17, -1, -3, 8, -3, -3, 15, 4, 3]","[5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 16, 15]","[28, 9, 12, 30, 11, -2, 15, -7, 13, 17, 0, 11]","[13, 17, 19, 26, 24, 12, 1, 24, 20, 30, 24, 23]","[20, 36, 44, 72, 64, 16, -28, 64, 48, 88, 64, 60]",error,"[8, 5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 16, 15]","[5, 9, 11, 18, 16, 4, -7, 16, 12, 22, 15]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2010,"[3, -5, 4, -4, -1]","[5, 2, -5, -8, -6]","[11, 3, 12, 4, 7]","[9, 6, -1, -4, -2]","[3, -5, -4, -1]","[5, 2, -8, -6]","[3, 8, -5, 4, -4, -1]","[5, 4, 2, -5, -8, -6]","[-0.3, 0.35714285714285715, -0.0888888888888889, 0.125, 0.033333333333333354]","[0.2, 0.5, -0.2, -0.125, -0.16666666666666666]","[12, -20, 16, -16, -4]","[20, 8, -20, -32, -24]","[-13, 0, 10, -1, 1]","[-6, 2, 5, -5, -8]","[3, -5, 4, -4, -1]","[-13, 0, 10, -1, 1]","[11, 3, 12, 4, 7]","[12, -20, 16, -16, -4]","[-0.3, 0.35714285714285715, -0.0888888888888889, 0.125, 0.033333333333333354]","[3, 8, -5, 4, -4, -1]","[3, -5, -4, -1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2011,"[28, -13, 10, -27, 17, 11, -19, -3, -5]","[12, -15, 11, -13, 14, 2, -8, -12, -12]","[36, -5, 18, -19, 25, 19, -11, 5, 3]","[16, -11, 15, -9, 18, 6, -4, -8, -8]","[28, -13, 10, -27, 11, -19, -3, -5]","[12, -15, 11, -13, 2, -8, -12, -12]","[28, -13, 10, -27, 17, 8, 11, -19, -3, -5]","[12, -15, 11, -13, 14, 4, 2, -8, -12, -12]","[0.14583333333333331, 0.43333333333333335, -0.9090909090909091, -0.14835164835164835, 0.40476190476190477, 0.6111111111111112, -0.2159090909090909, 0.027777777777777776, 0.05952380952380952]","[0.08333333333333333, -0.06666666666666667, 0.09090909090909091, -0.07692307692307693, 0.07142857142857142, 0.5, -0.125, -0.08333333333333333, -0.08333333333333333]","[112, -52, 40, -108, 68, 44, -76, -12, -20]","[48, -60, 44, -52, 56, 8, -32, -48, -48]","[-5, 13, -26, 3, 1, 17, 1, 21, -26]","[-12, 11, -15, -13, -8, 14, 2, 12, -12]","[28, -13, 10, -27, 17, 11, -19, -3, -5]","[-5, 13, -26, 3, 1, 17, 1, 21, -26]","[36, -5, 18, -19, 25, 19, -11, 5, 3]","[112, -52, 40, -108, 68, 44, -76, -12, -20]","[0.14583333333333331, 0.43333333333333335, -0.9090909090909091, -0.14835164835164835, 0.40476190476190477, 0.6111111111111112, -0.2159090909090909, 0.027777777777777776, 0.05952380952380952]","[28, -13, 10, -27, 17, 8, 11, -19, -3, -5]","[28, -13, 10, -27, 11, -19, -3, -5]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2012,"[-12, 9, 3, -15, -22, 13, 7, 13, 6, 21, -11, -13, -16, -13]","[-10, 5, 4, -12, -17, 9, 14, 12, 9, 12, -7, -11, 0, -2]","[-4, 17, 11, -7, -14, 21, 15, 21, 14, 29, -3, -5, -8, -5]","[-6, 9, 8, -8, -13, 13, 18, 16, 13, 16, -3, -7, 4, 2]","[-12, 9, 3, -15, -22, 13, 7, 6, 21, -11, -13, -16, -13]","[-10, 5, 4, -12, -17, 9, 14, 9, 12, -7, -11, 0, -2]","[-12, 9, 3, -15, -22, 13, 7, 13, 6, 21, -11, 8, -13, -16, -13]","[-10, 5, 4, -12, -17, 9, 14, 12, 9, 12, -7, 4, -11, 0, -2]","[-0.6, 0.45, -0.75, -0.41666666666666663, -0.25882352941176473, 0.3611111111111111, -0.07142857142857142, 1.0833333333333333, -0.2222222222222222, 0.19444444444444442, -0.39285714285714285, -0.5909090909090909, -0.0625, -0.09090909090909091]","[-0.1, 0.2, 0.25, -0.08333333333333333, -0.058823529411764705, 0.1111111111111111, 0.07142857142857142, 0.08333333333333333, 0.1111111111111111, 0.08333333333333333, -0.14285714285714285, -0.09090909090909091, 'ZeroDivisionError', -0.5]","[-48, 36, 12, -60, -88, 52, 28, 52, 24, 84, -44, -52, -64, -52]","[-40, 20, 16, -48, -68, 36, 56, 48, 36, 48, -28, -44, 0, -8]","[9, 5, 13, -5, 11, 8, -28, -2, 21, -19, -14, -22, -1, -6]","[5, 12, 9, -2, 14, 9, -12, 0, 12, -17, -10, -11, 4, -7]","[-12, 9, 3, -15, -22, 13, 7, 13, 6, 21, -11, -13, -16, -13]","[9, 5, 13, -5, 11, 8, -28, -2, 21, -19, -14, -22, -1, -6]","[-4, 17, 11, -7, -14, 21, 15, 21, 14, 29, -3, -5, -8, -5]","[-48, 36, 12, -60, -88, 52, 28, 52, 24, 84, -44, -52, -64, -52]",error,"[-12, 9, 3, -15, -22, 13, 7, 13, 6, 21, -11, 8, -13, -16, -13]","[-12, 9, 3, -15, -22, 13, 7, 6, 21, -11, -13, -16, -13]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2013,"[12, -8, -6, -8, 7, -7, 14, -16, -19]","[6, 1, 3, -7, 8, -1, 8, -8, -9]","[20, 0, 2, 0, 15, 1, 22, -8, -11]","[10, 5, 7, -3, 12, 3, 12, -4, -5]","[12, -8, -6, 7, -7, 14, -16, -19]","[6, 1, 3, 8, -1, 8, -8, -9]","[12, 8, -8, -6, -8, 7, -7, 14, -16, -19]","[6, 4, 1, 3, -7, 8, -1, 8, -8, -9]","[0.3333333333333333, 0.8888888888888888, 0.2222222222222222, -1.1428571428571428, -0.875, -1.1666666666666667, 0.29166666666666663, -0.25, -0.2111111111111111]","[0.16666666666666666, 1.0, 0.3333333333333333, -0.14285714285714285, 0.125, -1.0, 0.125, -0.125, -0.1111111111111111]","[48, -32, -24, -32, 28, -28, 56, -64, -76]","[24, 4, 12, -28, 32, -4, 32, -32, -36]","[14, 7, -17, -10, -17, 12, -7, 2, -15]","[8, 8, -7, -1, -8, 6, 1, 3, -9]","[12, -8, -6, -8, 7, -7, 14, -16, -19]","[14, 7, -17, -10, -17, 12, -7, 2, -15]","[20, 0, 2, 0, 15, 1, 22, -8, -11]","[48, -32, -24, -32, 28, -28, 56, -64, -76]","[0.3333333333333333, 0.8888888888888888, 0.2222222222222222, -1.1428571428571428, -0.875, -1.1666666666666667, 0.29166666666666663, -0.25, -0.2111111111111111]","[12, 8, -8, -6, -8, 7, -7, 14, -16, -19]","[12, -8, -6, 7, -7, 14, -16, -19]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2014,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2015,"[18, 23, 7, 8]","[6, 15, 14, -1]","[26, 31, 15, 16]","[10, 19, 18, 3]","[18, 23, 7]","[6, 15, 14]","[18, 23, 8, 7, 8]","[6, 15, 4, 14, -1]","[0.25, 0.19166666666666665, -0.07142857142857142, -0.8888888888888888]","[0.16666666666666666, 0.06666666666666667, 0.07142857142857142, -1.0]","[72, 92, 28, 32]","[24, 60, 56, -4]","[22, -1, 11, 24]","[14, 6, -1, 15]","[18, 23, 7, 8]","[22, -1, 11, 24]","[26, 31, 15, 16]","[72, 92, 28, 32]","[0.25, 0.19166666666666665, -0.07142857142857142, -0.8888888888888888]","[18, 23, 8, 7, 8]","[18, 23, 7]",Violate,No-violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0,0
2016,"[18, -12, 4, 9, -2, 10, -13, 0, -2, -9, 7]","[9, -9, 7, 3, 3, 6, -9, 6, -3, -3, -2]","[26, -4, 12, 17, 6, 18, -5, 8, 6, -1, 15]","[13, -5, 11, 7, 7, 10, -5, 10, 1, 1, 2]","[18, -12, 4, 9, -2, 10, -13, 0, -2, 7]","[9, -9, 7, 3, 3, 6, -9, 6, -3, -2]","[18, -12, 4, 8, 9, -2, 10, -13, 0, -2, -9, 7]","[9, -9, 7, 4, 3, 3, 6, -9, 6, -3, -3, -2]","[0.2222222222222222, -0.4444444444444444, -0.19047619047619047, 0.5, 0.1333333333333333, 0.41666666666666663, -0.3611111111111111, 0.0, 0.6666666666666667, -0.5, -0.3888888888888889]","[0.1111111111111111, -0.1111111111111111, 0.14285714285714285, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, -0.1111111111111111, 0.16666666666666666, -0.3333333333333333, -0.3333333333333333, -0.5]","[72, -48, 16, 36, -8, 40, -52, 0, -8, -36, 28]","[36, -36, 28, 12, 12, 24, -36, 24, -12, -12, -8]","[-6, -12, 4, 4, 16, -15, 0, 7, 5, -8, 15]","[-3, -9, -2, 3, 7, -9, 6, 3, 9, -3, 6]","[18, -12, 4, 9, -2, 10, -13, 0, -2, -9, 7]","[-6, -12, 4, 4, 16, -15, 0, 7, 5, -8, 15]","[26, -4, 12, 17, 6, 18, -5, 8, 6, -1, 15]","[72, -48, 16, 36, -8, 40, -52, 0, -8, -36, 28]","[0.2222222222222222, -0.4444444444444444, -0.19047619047619047, 0.5, 0.1333333333333333, 0.41666666666666663, -0.3611111111111111, 0.0, 0.6666666666666667, -0.5, -0.3888888888888889]","[18, -12, 4, 8, 9, -2, 10, -13, 0, -2, -9, 7]","[18, -12, 4, 9, -2, 10, -13, 0, -2, 7]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2017,"[-1, -7]","[5, 0]","[7, 1]","[9, 4]",[-1],[5],"[-1, -7, 8]","[5, 0, 4]","[0.033333333333333354, -0.14285714285714285]","[0.2, 'ZeroDivisionError']","[-4, -28]","[20, 0]","[-7, -1]","[0, 5]","[-1, -7]","[-7, -1]","[7, 1]","[-4, -28]",error,"[-1, -7, 8]",[-1],No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
