,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2976,"[-12, 4, -1, -4, -4, 4, -3]","[-6, 3, 1, -1, 1, 3, 0]","[-4, 12, 7, 4, 4, 12, 5]","[-2, 7, 5, 3, 5, 7, 4]","[-12, 4, -1, -4, 4, -3]","[-6, 3, 1, -1, 3, 0]","[-12, 8, 4, -1, -4, -4, 4, -3]","[-6, 4, 3, 1, -1, 1, 3, 0]","[-0.3333333333333333, 1.3333333333333333, 0.5, -1.3333333333333333, 0.8, 1.3333333333333333, -0.3333333333333333]","[-0.16666666666666666, 0.3333333333333333, 1.0, -1.0, 1.0, 0.3333333333333333, 'ZeroDivisionError']","[-48, 16, -4, -16, -16, 16, -12]","[-24, 12, 4, -4, 4, 12, 0]","[-2, -8, 1, -6, 0, -5, 4]","[1, -6, 0, -1, 3, 1, 3]","[-12, 4, -1, -4, -4, 4, -3]","[-2, -8, 1, -6, 0, -5, 4]","[-4, 12, 7, 4, 4, 12, 5]","[-48, 16, -4, -16, -16, 16, -12]",error,"[-12, 8, 4, -1, -4, -4, 4, -3]","[-12, 4, -1, -4, 4, -3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2977,"[10, -24, 17, -1, -10, 7, 13, 17, -16]","[5, -12, 3, -5, -12, 9, 4, 13, -8]","[18, -16, 25, 7, -2, 15, 21, 25, -8]","[9, -8, 7, -1, -8, 13, 8, 17, -4]","[10, -24, 17, -1, 7, 13, 17, -16]","[5, -12, 3, -5, 9, 4, 13, -8]","[10, -24, 8, 17, -1, -10, 7, 13, 17, -16]","[5, -12, 4, 3, -5, -12, 9, 4, 13, -8]","[0.4, -0.16666666666666666, 0.40476190476190477, 0.04999999999999999, 0.4166666666666667, -0.3888888888888889, 0.3611111111111111, 0.3269230769230769, -0.25]","[0.2, -0.08333333333333333, 0.3333333333333333, -0.2, -0.08333333333333333, 0.1111111111111111, 0.25, 0.07692307692307693, -0.125]","[40, -96, 68, -4, -40, 28, 52, 68, -64]","[20, -48, 12, -20, -48, 36, 16, 52, -32]","[-4, 13, 3, -7, 12, 6, -3, -8, 1]","[4, 9, 5, -12, 3, -8, -5, -12, 13]","[10, -24, 17, -1, -10, 7, 13, 17, -16]","[-4, 13, 3, -7, 12, 6, -3, -8, 1]","[18, -16, 25, 7, -2, 15, 21, 25, -8]","[40, -96, 68, -4, -40, 28, 52, 68, -64]","[0.4, -0.16666666666666666, 0.40476190476190477, 0.04999999999999999, 0.4166666666666667, -0.3888888888888889, 0.3611111111111111, 0.3269230769230769, -0.25]","[10, -24, 8, 17, -1, -10, 7, 13, 17, -16]","[10, -24, 17, -1, 7, 13, 17, -16]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2978,"[-11, -3, 0, -5, -14, 11]","[-9, -6, 2, -4, -5, -2]","[-3, 5, 8, 3, -6, 19]","[-5, -2, 6, 0, -1, 2]","[-11, -3, 0, -5, 11]","[-9, -6, 2, -4, -2]","[-11, -3, 0, -5, -14, 8, 11]","[-9, -6, 2, -4, -5, 4, -2]","[-0.6111111111111112, 0.16666666666666666, 0.0, -1.25, -0.3111111111111111, -0.4230769230769231]","[-0.1111111111111111, -0.16666666666666666, 0.5, -0.25, -0.2, -0.5]","[-44, -12, 0, -20, -56, 44]","[-36, -24, 8, -16, -20, -8]","[-7, -7, -4, -7, 9, -6]","[2, -5, -2, -6, -4, -9]","[-11, -3, 0, -5, -14, 11]","[-7, -7, -4, -7, 9, -6]","[-3, 5, 8, 3, -6, 19]","[-44, -12, 0, -20, -56, 44]","[-0.6111111111111112, 0.16666666666666666, 0.0, -1.25, -0.3111111111111111, -0.4230769230769231]","[-11, -3, 0, -5, -14, 8, 11]","[-11, -3, 0, -5, 11]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2979,"[-8, -11, -19, -19, -17, -11, -22, -20, -11]","[-1, 0, -9, -2, -18, -14, -18, -10, -11]","[0, -3, -11, -11, -9, -3, -14, -12, -3]","[3, 4, -5, 2, -14, -10, -14, -6, -7]","[-8, -11, -19, -19, -17, -11, -22, -20]","[-1, 0, -9, -2, -18, -14, -18, -10]","[-8, -11, -19, -19, -17, 8, -11, -22, -20, -11]","[-1, 0, -9, -2, -18, 4, -14, -18, -10, -11]","[-1.1428571428571428, -0.09090909090909091, -0.1, -0.058823529411764705, 1.0, 0.3333333333333333, -0.25, -0.1, 'ZeroDivisionError']","[-1.0, 'ZeroDivisionError', -0.1111111111111111, -0.5, -0.05555555555555555, -0.07142857142857142, -0.05555555555555555, -0.1, -0.09090909090909091]","[-32, -44, -76, -76, -68, -44, -88, -80, -44]","[-4, 0, -36, -8, -72, -56, -72, -40, -44]","[-31, 1, -15, -8, -12, -28, -6, -29, -10]","[-14, 0, -11, -1, -2, -18, -9, -18, -10]","[-8, -11, -19, -19, -17, -11, -22, -20, -11]","[-31, 1, -15, -8, -12, -28, -6, -29, -10]","[0, -3, -11, -11, -9, -3, -14, -12, -3]","[-32, -44, -76, -76, -68, -44, -88, -80, -44]",error,"[-8, -11, -19, -19, -17, 8, -11, -22, -20, -11]","[-8, -11, -19, -19, -17, -11, -22, -20]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2980,"[-12, 12, -6, -11]","[3, 7, -2, -5]","[-4, 20, 2, -3]","[7, 11, 2, -1]","[-12, -6, -11]","[3, -2, -5]","[-12, 12, 8, -6, -11]","[3, 7, 4, -2, -5]","[0.26666666666666666, 0.34285714285714286, -0.75, -0.3666666666666667]","[0.3333333333333333, 0.14285714285714285, -0.5, -0.2]","[-48, 48, -24, -44]","[12, 28, -8, -20]","[-9, 12, -3, -17]","[-5, 7, 3, -2]","[-12, 12, -6, -11]","[-9, 12, -3, -17]","[-4, 20, 2, -3]","[-48, 48, -24, -44]","[0.26666666666666666, 0.34285714285714286, -0.75, -0.3666666666666667]","[-12, 12, 8, -6, -11]","[-12, -6, -11]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2981,"[3, 3, -5, 5, 4, 2, 20, 20]","[-5, -1, -1, -3, 2, 2, 9, 9]","[11, 11, 3, 13, 12, 10, 28, 28]","[-1, 3, 3, 1, 6, 6, 13, 13]","[3, 3, -5, 4, 2, 20, 20]","[-5, -1, -1, 2, 2, 9, 9]","[3, 3, -5, 8, 5, 4, 2, 20, 20]","[-5, -1, -1, 4, -3, 2, 2, 9, 9]","[-0.07500000000000001, -0.75, -1.25, -0.20833333333333331, 1.0, 'ZeroDivisionError', 0.09090909090909091, 0.09090909090909091]","[-0.2, -1.0, -1.0, -0.3333333333333333, 0.5, 0.5, 0.1111111111111111, 0.1111111111111111]","[12, 12, -20, 20, 16, 8, 80, 80]","[-20, -4, -4, -12, 8, 8, 36, 36]","[17, 7, 20, 1, -2, 4, 10, -5]","[9, -1, 9, -3, 2, 2, -1, -5]","[3, 3, -5, 5, 4, 2, 20, 20]","[17, 7, 20, 1, -2, 4, 10, -5]","[11, 11, 3, 13, 12, 10, 28, 28]","[12, 12, -20, 20, 16, 8, 80, 80]",error,"[3, 3, -5, 8, 5, 4, 2, 20, 20]","[3, 3, -5, 4, 2, 20, 20]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2982,"[-22, -29, -7, -19, -10, -13, -14]","[-15, -18, -7, -15, 3, -6, -14]","[-14, -21, 1, -11, -2, -5, -6]","[-11, -14, -3, -11, 7, -2, -10]","[-22, -29, -19, -10, -13, -14]","[-15, -18, -15, 3, -6, -14]","[8, -22, -29, -7, -19, -10, -13, -14]","[4, -15, -18, -7, -15, 3, -6, -14]","[-0.2095238095238095, -0.14646464646464646, 'ZeroDivisionError', -0.25, -0.07692307692307693, -0.14285714285714285, 'ZeroDivisionError']","[-0.06666666666666667, -0.05555555555555555, -0.14285714285714285, -0.06666666666666667, 0.3333333333333333, -0.16666666666666666, -0.07142857142857142]","[-88, -116, -28, -76, -40, -52, -56]","[-60, -72, -28, -60, 12, -24, -56]","[-15, 3, -13, -25, -20, -22, -22]","[-15, 3, -6, -14, -7, -18, -15]","[-22, -29, -7, -19, -10, -13, -14]","[-15, 3, -13, -25, -20, -22, -22]","[-14, -21, 1, -11, -2, -5, -6]","[-88, -116, -28, -76, -40, -52, -56]",error,"[8, -22, -29, -7, -19, -10, -13, -14]","[-22, -29, -19, -10, -13, -14]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2983,"[2, -5]","[-9, 1]","[10, 3]","[-5, 5]",[2],[-9],"[8, 2, -5]","[4, -9, 1]","[-0.020202020202020193, 0.8333333333333334]","[-0.1111111111111111, 1.0]","[8, -20]","[-36, 4]","[-5, 2]","[1, -9]","[2, -5]","[-5, 2]","[10, 3]","[8, -20]","[-0.020202020202020193, 0.8333333333333334]","[8, 2, -5]",[2],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
2984,"[-11, -4, -11, 5, -10, 0, -16]","[-6, 3, -3, 1, -8, 1, -9]","[-3, 4, -3, 13, -2, 8, -8]","[-2, 7, 1, 5, -4, 5, -5]","[-11, -4, -11, 5, -10, -16]","[-6, 3, -3, 1, -8, -9]","[-11, 8, -4, -11, 5, -10, 0, -16]","[-6, 4, 3, -3, 1, -8, 1, -9]","[-0.3666666666666667, 0.19047619047619047, -0.4583333333333333, 1.25, -0.625, 0.0, -0.25396825396825395]","[-0.16666666666666666, 0.3333333333333333, -0.3333333333333333, 1.0, -0.125, 1.0, -0.1111111111111111]","[-44, -16, -44, 20, -40, 0, -64]","[-24, 12, -12, 4, -32, 4, -36]","[-4, -6, -10, -4, -5, -13, -5]","[1, 1, -8, -3, 3, -6, -9]","[-11, -4, -11, 5, -10, 0, -16]","[-4, -6, -10, -4, -5, -13, -5]","[-3, 4, -3, 13, -2, 8, -8]","[-44, -16, -44, 20, -40, 0, -64]","[-0.3666666666666667, 0.19047619047619047, -0.4583333333333333, 1.25, -0.625, 0.0, -0.25396825396825395]","[-11, 8, -4, -11, 5, -10, 0, -16]","[-11, -4, -11, 5, -10, -16]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2985,[-10],[-4],[-2],[0],[],[],"[8, -10]","[4, -4]",[-0.41666666666666663],[-0.25],[-40],[-16],[-10],[-4],[-10],[-10],[-2],[-40],[-0.41666666666666663],"[8, -10]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
2986,"[-11, -4, -18, -20, -9, 0]","[-2, 12, -13, -9, -6, -6]","[-3, 4, -10, -12, -1, 8]","[2, 16, -9, -5, -2, -2]","[-11, -18, -20, -9, 0]","[-2, -13, -9, -6, -6]","[-11, -4, 8, -18, -20, -9, 0]","[-2, 12, 4, -13, -9, -6, -6]","[-0.6111111111111112, 0.02083333333333333, -0.27692307692307694, -0.20202020202020202, -0.5, 0.0]","[-0.5, 0.08333333333333333, -0.07692307692307693, -0.1111111111111111, -0.16666666666666666, -0.16666666666666666]","[-44, -16, -72, -80, -36, 0]","[-8, 48, -52, -36, -24, -24]","[-22, 7, -12, -7, -11, -17]","[-6, 12, -9, -13, -2, -6]","[-11, -4, -18, -20, -9, 0]","[-22, 7, -12, -7, -11, -17]","[-3, 4, -10, -12, -1, 8]","[-44, -16, -72, -80, -36, 0]","[-0.6111111111111112, 0.02083333333333333, -0.27692307692307694, -0.20202020202020202, -0.5, 0.0]","[-11, -4, 8, -18, -20, -9, 0]","[-11, -18, -20, -9, 0]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2987,"[1, 9, -12, 26, 31]","[-10, 1, -15, 17, 15]","[9, 17, -4, 34, 39]","[-6, 5, -11, 21, 19]","[1, -12, 26, 31]","[-10, -15, 17, 15]","[1, 9, -12, 26, 31, 8]","[-10, 1, -15, 17, 15, 4]","[-0.009090909090909094, 1.125, 0.26666666666666666, 0.16993464052287582, 0.12916666666666665]","[-0.1, 1.0, -0.06666666666666667, 0.058823529411764705, 0.06666666666666667]","[4, 36, -48, 104, 124]","[-40, 4, -60, 68, 60]","[9, 1, 31, -6, 20]","[1, -10, 15, -15, 17]","[1, 9, -12, 26, 31]","[9, 1, 31, -6, 20]","[9, 17, -4, 34, 39]","[4, 36, -48, 104, 124]","[-0.009090909090909094, 1.125, 0.26666666666666666, 0.16993464052287582, 0.12916666666666665]","[1, 9, -12, 26, 31, 8]","[1, -12, 26, 31]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2988,"[-12, -9, -11, -23, 4, 11, -13, -14, -24, -12]","[6, -1, -3, -12, 5, 7, -8, -7, -16, -14]","[-4, -1, -3, -15, 12, 19, -5, -6, -16, -4]","[10, 3, 1, -8, 9, 11, -4, -3, -12, -10]","[-12, -11, -23, 4, 11, -13, -14, -24, -12]","[6, -3, -12, 5, 7, -8, -7, -16, -14]","[-12, -9, -11, -23, 4, 11, -13, -14, 8, -24, -12]","[6, -1, -3, -12, 5, 7, -8, -7, 4, -16, -14]","[0.1111111111111111, -1.125, -0.4583333333333333, -0.17424242424242425, -0.8, 0.39285714285714285, -0.325, -0.2857142857142857, -0.1875, 0.4285714285714286]","[0.16666666666666666, -1.0, -0.3333333333333333, -0.08333333333333333, 0.2, 0.14285714285714285, -0.125, -0.14285714285714285, -0.0625, -0.07142857142857142]","[-48, -36, -44, -92, 16, 44, -52, -56, -96, -48]","[24, -4, -12, -48, 20, 28, -32, -28, -64, -56]","[-30, -3, 0, -24, -2, -5, -22, -16, 9, -10]","[-12, -7, 5, -16, -1, 6, -14, -8, 7, -3]","[-12, -9, -11, -23, 4, 11, -13, -14, -24, -12]","[-30, -3, 0, -24, -2, -5, -22, -16, 9, -10]","[-4, -1, -3, -15, 12, 19, -5, -6, -16, -4]","[-48, -36, -44, -92, 16, 44, -52, -56, -96, -48]","[0.1111111111111111, -1.125, -0.4583333333333333, -0.17424242424242425, -0.8, 0.39285714285714285, -0.325, -0.2857142857142857, -0.1875, 0.4285714285714286]","[-12, -9, -11, -23, 4, 11, -13, -14, 8, -24, -12]","[-12, -11, -23, 4, 11, -13, -14, -24, -12]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2989,"[-2, -5, -4, -2, 2, -11, -1]","[-3, 3, -8, -6, 1, -6, 6]","[6, 3, 4, 6, 10, -3, 7]","[1, 7, -4, -2, 5, -2, 10]","[-2, -5, -4, -2, 2, -1]","[-3, 3, -8, -6, 1, 6]","[-2, -5, -4, -2, 8, 2, -11, -1]","[-3, 3, -8, -6, 4, 1, -6, 6]","[0.6666666666666667, 0.20833333333333331, 0.125, 0.08333333333333334, 2.0, -0.3666666666666667, 0.023809523809523808]","[-0.3333333333333333, 0.3333333333333333, -0.125, -0.16666666666666666, 1.0, -0.16666666666666666, 0.16666666666666666]","[-8, -20, -16, -8, 8, -44, -4]","[-12, 12, -32, -24, 4, -24, 24]","[-8, -14, -15, 2, 7, 7, -2]","[-3, -6, -8, 1, 3, 6, -6]","[-2, -5, -4, -2, 2, -11, -1]","[-8, -14, -15, 2, 7, 7, -2]","[6, 3, 4, 6, 10, -3, 7]","[-8, -20, -16, -8, 8, -44, -4]","[0.6666666666666667, 0.20833333333333331, 0.125, 0.08333333333333334, 2.0, -0.3666666666666667, 0.023809523809523808]","[-2, -5, -4, -2, 8, 2, -11, -1]","[-2, -5, -4, -2, 2, -1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2990,"[11, -4, 13]","[4, 1, 3]","[19, 4, 21]","[8, 5, 7]","[-4, 13]","[1, 3]","[11, -4, 8, 13]","[4, 1, 4, 3]","[0.39285714285714285, 0.8, 0.43333333333333335]","[0.25, 1.0, 0.3333333333333333]","[44, -16, 52]","[16, 4, 12]","[-4, 14, 10]","[1, 4, 3]","[11, -4, 13]","[-4, 14, 10]","[19, 4, 21]","[44, -16, 52]","[0.39285714285714285, 0.8, 0.43333333333333335]","[11, -4, 8, 13]","[-4, 13]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2991,[26],[11],[34],[15],[],[],"[26, 8]","[11, 4]",[0.1575757575757576],[0.09090909090909091],[104],[44],[26],[11],[26],[26],[34],[104],[0.1575757575757576],"[26, 8]",[],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
2992,"[2, 26, 11, -10, -3, 0, -6, 3, 11, 4, 16, 11, -10, 17]","[-1, 17, 12, 0, 6, -6, -10, 7, 1, 6, 6, 11, 3, 4]","[10, 34, 19, -2, 5, 8, 2, 11, 19, 12, 24, 19, -2, 25]","[3, 21, 16, 4, 10, -2, -6, 11, 5, 10, 10, 15, 7, 8]","[26, 11, -10, -3, 0, -6, 3, 11, 4, 16, 11, -10, 17]","[17, 12, 0, 6, -6, -10, 7, 1, 6, 6, 11, 3, 4]","[2, 26, 11, -10, -3, 8, 0, -6, 3, 11, 4, 16, 11, -10, 17]","[-1, 17, 12, 0, 6, 4, -6, -10, 7, 1, 6, 6, 11, 3, 4]","[-0.6666666666666667, 0.16993464052287582, -0.9166666666666666, -0.1, -0.1111111111111111, 0.16666666666666666, 0.25, -0.25, 0.1, -0.5, 0.1, 'ZeroDivisionError', -0.07692307692307693, 0.07692307692307693]","[-1.0, 0.058823529411764705, 0.08333333333333333, 'ZeroDivisionError', 0.16666666666666666, -0.16666666666666666, -0.1, 0.14285714285714285, 1.0, 0.16666666666666666, 0.16666666666666666, 0.09090909090909091, 0.3333333333333333, 0.25]","[8, 104, 44, -40, -12, 0, -24, 12, 44, 16, 64, 44, -40, 68]","[-4, 68, 48, 0, 24, -24, -40, 28, 4, 24, 24, 44, 12, 16]","[-4, -1, -5, 16, 1, 10, 10, -7, 21, -4, 11, 14, -10, 20]","[-10, -1, 4, 6, 3, 1, 0, 6, 17, 6, 12, 11, -6, 7]","[2, 26, 11, -10, -3, 0, -6, 3, 11, 4, 16, 11, -10, 17]","[-4, -1, -5, 16, 1, 10, 10, -7, 21, -4, 11, 14, -10, 20]","[10, 34, 19, -2, 5, 8, 2, 11, 19, 12, 24, 19, -2, 25]","[8, 104, 44, -40, -12, 0, -24, 12, 44, 16, 64, 44, -40, 68]",error,"[2, 26, 11, -10, -3, 8, 0, -6, 3, 11, 4, 16, 11, -10, 17]","[26, 11, -10, -3, 0, -6, 3, 11, 4, 16, 11, -10, 17]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2993,"[-6, -12, 2, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]","[-9, -3, 0, -18, -4, -3, -16, 2, -16, 1, 4, -16, -9, 4]","[2, -4, 10, -9, -3, -12, -17, 9, -14, -9, -1, -11, -12, 13]","[-5, 1, 4, -14, 0, 1, -12, 6, -12, 5, 8, -12, -5, 8]","[-6, -12, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]","[-9, -3, -18, -4, -3, -16, 2, -16, 1, 4, -16, -9, 4]","[-6, 8, -12, 2, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]","[-9, 4, -3, 0, -18, -4, -3, -16, 2, -16, 1, 4, -16, -9, 4]","[0.2222222222222222, -0.4444444444444444, 0.5, 1.0, -0.14285714285714285, -0.058823529411764705, -0.1111111111111111, -1.0, -0.16666666666666666, -0.05555555555555555, -0.07692307692307693, -0.3333333333333333, -0.09090909090909091, 1.0]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', -0.05555555555555555, -0.25, -0.3333333333333333, -0.0625, 0.5, -0.0625, 1.0, 0.25, -0.0625, -0.1111111111111111, 0.25]","[-24, -48, 8, -68, -44, -80, -100, 4, -88, -68, -36, -76, -80, 20]","[-36, -12, 0, -72, -16, -12, -64, 8, -64, 4, 16, -64, -36, 16]","[-11, -27, -13, -2, -27, -25, -2, 6, -15, -2, -7, -19, -20, -6]","[-4, -9, 0, -3, -16, -16, 1, 4, -16, 4, 2, -18, -3, -9]","[-6, -12, 2, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]","[-11, -27, -13, -2, -27, -25, -2, 6, -15, -2, -7, -19, -20, -6]","[2, -4, 10, -9, -3, -12, -17, 9, -14, -9, -1, -11, -12, 13]","[-24, -48, 8, -68, -44, -80, -100, 4, -88, -68, -36, -76, -80, 20]",error,"[-6, 8, -12, 2, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]","[-6, -12, -17, -11, -20, -25, 1, -22, -17, -9, -19, -20, 5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2994,"[-13, 3, -7, 0, -16, 15, -6, 9]","[-12, 12, 1, -2, -6, 11, -3, 16]","[-5, 11, 1, 8, -8, 23, 2, 17]","[-8, 16, 5, 2, -2, 15, 1, 20]","[-13, 3, -7, 0, -16, 15, 9]","[-12, 12, 1, -2, -6, 11, 16]","[8, -13, 3, -7, 0, -16, 15, -6, 9]","[4, -12, 12, 1, -2, -6, 11, -3, 16]","[-1.0833333333333333, -0.027777777777777776, 0.875, 0.0, -0.26666666666666666, 0.34090909090909094, -0.6666666666666666, -0.08035714285714285]","[-0.08333333333333333, 0.08333333333333333, 1.0, -0.5, -0.16666666666666666, 0.09090909090909091, -0.3333333333333333, 0.0625]","[-52, 12, -28, 0, -64, 60, -24, 36]","[-48, 48, 4, -8, -24, 44, -12, 64]","[-8, -6, -1, 15, -10, 2, 2, -9]","[-12, 1, -3, 16, -2, 12, 11, -6]","[-13, 3, -7, 0, -16, 15, -6, 9]","[-8, -6, -1, 15, -10, 2, 2, -9]","[-5, 11, 1, 8, -8, 23, 2, 17]","[-52, 12, -28, 0, -64, 60, -24, 36]","[-1.0833333333333333, -0.027777777777777776, 0.875, 0.0, -0.26666666666666666, 0.34090909090909094, -0.6666666666666666, -0.08035714285714285]","[8, -13, 3, -7, 0, -16, 15, -6, 9]","[-13, 3, -7, 0, -16, 15, 9]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2995,"[-32, 1]","[-17, 0]","[-24, 9]","[-13, 4]",[1],[0],"[8, -32, 1]","[4, -17, 0]","[-0.12549019607843137, 1.0]","[-0.058823529411764705, 'ZeroDivisionError']","[-128, 4]","[-68, 0]","[-15, -16]","[0, -17]","[-32, 1]","[-15, -16]","[-24, 9]","[-128, 4]",error,"[8, -32, 1]",[1],Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2996,[1],[-4],[9],[0],[],[],"[8, 1]","[4, -4]",[-0.04999999999999999],[-0.25],[4],[-16],[1],[-4],[1],[1],[9],[4],[-0.04999999999999999],"[8, 1]",[],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
2997,"[-1, 12, -1, -13, 10, -10]","[5, 5, -4, -5, 3, -7]","[7, 20, 7, -5, 18, -2]","[9, 9, 0, -1, 7, -3]","[-1, 12, -13, 10, -10]","[5, 5, -5, 3, -7]","[-1, 12, -1, -13, 8, 10, -10]","[5, 5, -4, -5, 4, 3, -7]","[0.033333333333333354, 0.34285714285714286, 0.08333333333333331, -0.325, 0.47619047619047616, -0.47619047619047616]","[0.2, 0.2, -0.25, -0.2, 0.3333333333333333, -0.14285714285714285]","[-4, 48, -4, -52, 40, -40]","[20, 20, -16, -20, 12, -28]","[-10, 6, 0, 2, -3, 2]","[-4, 3, -7, 5, 5, -5]","[-1, 12, -1, -13, 10, -10]","[-10, 6, 0, 2, -3, 2]","[7, 20, 7, -5, 18, -2]","[-4, 48, -4, -52, 40, -40]","[0.033333333333333354, 0.34285714285714286, 0.08333333333333331, -0.325, 0.47619047619047616, -0.47619047619047616]","[-1, 12, -1, -13, 8, 10, -10]","[-1, 12, -13, 10, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2998,"[-4, 4, -1]","[3, 4, -3]","[4, 12, 7]","[7, 8, 1]","[4, -1]","[4, -3]","[-4, 4, -1, 8]","[3, 4, -3, 4]","[0.19047619047619047, 'ZeroDivisionError', 0.5]","[0.3333333333333333, 0.25, -0.3333333333333333]","[-16, 16, -4]","[12, 16, -12]","[-3, -1, 3]","[4, -3, 3]","[-4, 4, -1]","[-3, -1, 3]","[4, 12, 7]","[-16, 16, -4]",error,"[-4, 4, -1, 8]","[4, -1]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2999,"[-8, -7, -16, -2, 3, -9]","[-9, -4, 0, -6, 3, 3]","[0, 1, -8, 6, 11, -1]","[-5, 0, 4, -2, 7, 7]","[-8, -7, -16, -2, 3]","[-9, -4, 0, -6, 3]","[-8, -7, 8, -16, -2, 3, -9]","[-9, -4, 4, 0, -6, 3, 3]","[0.8888888888888888, -0.5833333333333333, -0.0625, 0.25, 'ZeroDivisionError', -0.08333333333333333]","[-0.1111111111111111, -0.25, 'ZeroDivisionError', -0.16666666666666666, 0.3333333333333333, 0.3333333333333333]","[-32, -28, -64, -8, 12, -36]","[-36, -16, 0, -24, 12, 12]","[-16, 4, -9, 4, -13, -9]","[-4, 3, -9, 0, 3, -6]","[-8, -7, -16, -2, 3, -9]","[-16, 4, -9, 4, -13, -9]","[0, 1, -8, 6, 11, -1]","[-32, -28, -64, -8, 12, -36]",error,"[-8, -7, 8, -16, -2, 3, -9]","[-8, -7, -16, -2, 3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
3000,"[5, 8, 4, 14]","[10, 2, -4, 3]","[13, 16, 12, 22]","[14, 6, 0, 7]","[8, 4, 14]","[2, -4, 3]","[8, 5, 8, 4, 14]","[4, 10, 2, -4, 3]","[-0.1, 0.6666666666666666, -0.125, 0.4242424242424242]","[0.1, 0.5, -0.25, 0.3333333333333333]","[20, 32, 16, 56]","[40, 8, -16, 12]","[21, 8, 11, -9]","[10, 2, 3, -4]","[5, 8, 4, 14]","[21, 8, 11, -9]","[13, 16, 12, 22]","[20, 32, 16, 56]","[-0.1, 0.6666666666666666, -0.125, 0.4242424242424242]","[8, 5, 8, 4, 14]","[8, 4, 14]",Violate,No-violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0,0
